Entity,Code,Year,Urban (%),GDP per capita (int.-$) ($),Population
Bahamas,BHS,2008,82.343,,344000.0
Bahamas,BHS,2009,82.385,,350000.0
Bahamas,BHS,2010,82.427,,355000.0
Bahamas,BHS,2011,82.476,,360000.0
Bahamas,BHS,2012,82.532,,364000.0
Bahrain,BHR,1800,,,64474.0
Bahrain,BHR,1801,,,64474.0
Bahrain,BHR,1802,,,64474.0
Bahrain,BHR,1803,,,64474.0
Bahrain,BHR,1804,,,64474.0
Bahrain,BHR,1805,,,64474.0
Bahrain,BHR,1806,,,64474.0
Bahrain,BHR,1807,,,64474.0
Bahrain,BHR,1808,,,64474.0
Bahrain,BHR,1809,,,64474.0
Bahrain,BHR,1810,,,64474.0
Bahrain,BHR,1811,,,64474.0
Bahrain,BHR,1812,,,64474.0
Bahrain,BHR,1813,,,64474.0
Bahrain,BHR,1814,,,64474.0
Bahrain,BHR,1815,,,64474.0
Bahrain,BHR,1816,,,64474.0
Bahrain,BHR,1818,,,64474.0
Bahrain,BHR,1819,,,64474.0
Bahrain,BHR,1820,,,64474.0
Bahrain,BHR,1821,,,64474.0
Bahrain,BHR,1822,,,64474.0
Bahrain,BHR,1823,,,64474.0
Bahrain,BHR,1824,,,64474.0
Bahrain,BHR,1826,,,64474.0
Bahrain,BHR,1827,,,64474.0
Bahrain,BHR,1828,,,64474.0
Bahrain,BHR,1829,,,64474.0
Bahrain,BHR,1830,,,64474.0
Bahrain,BHR,1831,,,64474.0
Bahrain,BHR,1832,,,64474.0
Bahrain,BHR,1833,,,64474.0
Bahrain,BHR,1834,,,64474.0
Bahrain,BHR,1835,,,64474.0
Bahrain,BHR,1836,,,64474.0
Bahrain,BHR,1837,,,64474.0
Bahrain,BHR,1838,,,64474.0
Bahrain,BHR,1839,,,64474.0
Bahrain,BHR,1840,,,64474.0
Bahrain,BHR,1841,,,64474.0
Bahrain,BHR,1842,,,64474.0
Bahrain,BHR,1843,,,64474.0
Bahrain,BHR,1844,,,64474.0
Bahrain,BHR,1846,,,64474.0
Bahrain,BHR,1847,,,64474.0
Bahrain,BHR,1848,,,64474.0
Bahrain,BHR,1849,,,64474.0
Bahrain,BHR,1850,,,64474.0
Bahrain,BHR,1851,,,64474.0
Bahrain,BHR,1852,,,64473.0
Bahrain,BHR,1853,,,64473.0
Bahrain,BHR,1855,,,64472.0
Bahrain,BHR,1856,,,64471.0
Bahrain,BHR,1857,,,64471.0
Bahrain,BHR,1858,,,64470.0
Bahrain,BHR,1859,,,64470.0
Bahrain,BHR,1860,,,64469.0
Bahrain,BHR,1861,,,64486.0
Bahrain,BHR,1862,,,64519.0
Bahrain,BHR,1864,,,64639.0
Bahrain,BHR,1865,,,64725.0
Bahrain,BHR,1866,,,64829.0
Bahrain,BHR,1867,,,64950.0
Bahrain,BHR,1868,,,65089.0
Bahrain,BHR,1869,,,65246.0
Bahrain,BHR,1870,,,65421.0
Bahrain,BHR,1871,,,65614.0
Bahrain,BHR,1872,,,65825.0
Bahrain,BHR,1873,,,65968.0
Bahrain,BHR,1874,,,66222.0
Bahrain,BHR,1875,,,66496.0
Bahrain,BHR,1876,,,66791.0
Bahrain,BHR,1879,,,67791.0
Bahrain,BHR,1880,,,68169.0
Bahrain,BHR,1881,,,68543.0
Bahrain,BHR,1882,,,68924.0
Bahrain,BHR,1883,,,69308.0
Bahrain,BHR,1885,,,70076.0
Bahrain,BHR,1886,,,70467.0
Bahrain,BHR,1887,,,70854.0
Bahrain,BHR,1888,,,71249.0
Bahrain,BHR,1889,,,71645.0
Bahrain,BHR,1890,,,72044.0
Bahrain,BHR,1892,,,72848.0
Bahrain,BHR,1893,,,73254.0
Bahrain,BHR,1894,,,73662.0
Bahrain,BHR,1895,,,74072.0
Bahrain,BHR,1896,,,74484.0
Bahrain,BHR,1897,,,74899.0
Bahrain,BHR,1898,,,75315.0
Bahrain,BHR,1899,,,75735.0
Bahrain,BHR,1901,,,76580.0
Bahrain,BHR,1902,,,77002.0
Bahrain,BHR,1903,,,77431.0
Bahrain,BHR,1904,,,77862.0
Bahrain,BHR,1905,,,78296.0
Bahrain,BHR,1906,,,78731.0
Bahrain,BHR,1907,,,79164.0
Bahrain,BHR,1908,,,79605.0
Bahrain,BHR,1909,,,80048.0
Bahrain,BHR,1910,,,80493.0
Bahrain,BHR,1911,,,80940.0
Bahrain,BHR,1912,,,81390.0
Bahrain,BHR,1913,,,81947.0
Bahrain,BHR,1914,,,82611.0
Bahrain,BHR,1915,,,83384.0
Bahrain,BHR,1916,,,84164.0
Bahrain,BHR,1917,,,84952.0
Bahrain,BHR,1918,,,85748.0
Bahrain,BHR,1919,,,86551.0
Bahrain,BHR,1920,,,87362.0
Bahrain,BHR,1921,,,88180.0
Bahrain,BHR,1922,,,89006.0
Bahrain,BHR,1923,,,89840.0
Bahrain,BHR,1924,,,90681.0
Bahrain,BHR,1925,,,91531.0
Bahrain,BHR,1926,,,92388.0
Bahrain,BHR,1927,,,93253.0
Bahrain,BHR,1928,,,94127.0
Bahrain,BHR,1929,,,95009.0
Bahrain,BHR,1931,,,96797.0
Bahrain,BHR,1932,,,97703.0
Bahrain,BHR,1933,,,98619.0
Bahrain,BHR,1934,,,99542.0
Bahrain,BHR,1935,,,100475.0
Bahrain,BHR,1936,,,101416.0
Bahrain,BHR,1937,,,102366.0
Bahrain,BHR,1938,,,103325.0
Bahrain,BHR,1939,,,104292.0
Bahrain,BHR,1940,,,105269.0
Bahrain,BHR,1941,,,106255.0
Bahrain,BHR,1942,,,107251.0
Bahrain,BHR,1943,,,108255.0
Bahrain,BHR,1944,,,109269.0
Bahrain,BHR,1945,,,110293.0
Bahrain,BHR,1946,,,111326.0
Bahrain,BHR,1947,,,112369.0
Bahrain,BHR,1948,,,113421.0
Bahrain,BHR,1949,,,114484.0
Bahrain,BHR,1950,64.4,,116000.0
Bahrain,BHR,1951,66.81,,117000.0
Bahrain,BHR,1952,69.139,,120000.0
Bahrain,BHR,1953,71.368,,123000.0
Bahrain,BHR,1954,73.5,,128000.0
Bahrain,BHR,1955,75.528,,134000.0
Bahrain,BHR,1956,77.451,,139000.0
Bahrain,BHR,1957,79.26,,145000.0
Bahrain,BHR,1959,82.303,,157000.0
Bahrain,BHR,1960,82.32,,162000.0
Bahrain,BHR,1961,82.337,,168000.0
Bahrain,BHR,1962,82.355,,173000.0
Bahrain,BHR,1963,82.372,,178000.0
Bahrain,BHR,1964,82.389,,183000.0
Bahrain,BHR,1965,82.5,,187000.0
Bahrain,BHR,1966,82.761,,192000.0
Bahrain,BHR,1967,83.019,,196000.0
Bahrain,BHR,1968,83.275,,201000.0
Bahrain,BHR,1969,83.526,,206000.0
Bahrain,BHR,1970,83.775,14161.0,213000.0
Bahrain,BHR,1971,84.021,15475.0,220000.0
Bahrain,BHR,1973,84.504,17160.0,240000.0
Bahrain,BHR,1975,84.975,20564.0,267000.0
Bahrain,BHR,1977,85.434,20523.0,303000.0
Bahrain,BHR,1978,85.659,18946.0,323000.0
Bahrain,BHR,1979,85.882,14617.0,343000.0
Bahrain,BHR,1980,86.101,17779.0,360000.0
Bahrain,BHR,1981,86.317,17122.0,374000.0
Bahrain,BHR,1982,86.531,15900.0,386000.0
Bahrain,BHR,1983,86.742,15622.0,396000.0
Bahrain,BHR,1984,86.95,16059.0,407000.0
Bahrain,BHR,1985,87.155,10496.0,419000.0
Bahrain,BHR,1986,87.357,12797.0,433000.0
Bahrain,BHR,1987,87.557,13233.0,449000.0
Bahrain,BHR,1988,87.754,15057.0,465000.0
Bahrain,BHR,1989,87.949,14812.0,481000.0
Bahrain,BHR,1990,88.14,15777.0,496000.0
Bahrain,BHR,1991,88.329,14884.0,510000.0
Bahrain,BHR,1992,88.398,15452.0,523000.0
Bahrain,BHR,1993,88.395,15705.0,536000.0
Bahrain,BHR,1994,88.392,16711.0,550000.0
Bahrain,BHR,1996,88.385,15269.0,579000.0
Bahrain,BHR,1997,88.382,18101.0,595000.0
Bahrain,BHR,1998,88.379,16843.0,614000.0
Bahrain,BHR,1999,88.376,20158.0,637000.0
Bahrain,BHR,2000,88.372,27598.0,665000.0
Bahrain,BHR,2001,88.369,25929.0,698000.0
Bahrain,BHR,2003,88.383,28075.0,779000.0
Bahrain,BHR,2004,88.399,29711.0,830000.0
Bahrain,BHR,2005,88.422,36665.0,889000.0
Bahrain,BHR,2006,88.452,38190.0,958000.0
Bahrain,BHR,2007,88.488,38858.0,1036000.0
Bahrain,BHR,2008,88.53,46926.0,1115000.0
Bahrain,BHR,2009,88.579,36129.0,1185000.0
Bahrain,BHR,2010,88.634,37062.0,1241000.0
Bahrain,BHR,2011,88.695,36372.0,1278000.0
Bahrain,BHR,2012,88.762,40384.0,1300000.0
Bangladesh,BGD,1802,,,19303260.0
Bangladesh,BGD,1803,,,19341324.0
Bangladesh,BGD,1804,,,19379460.0
Bangladesh,BGD,1805,,,19417674.0
Bangladesh,BGD,1806,,,19455964.0
Bangladesh,BGD,1807,,,19494328.0
Bangladesh,BGD,1808,,,19532768.0
Bangladesh,BGD,1809,,,19571282.0
Bangladesh,BGD,1810,,,19611268.0
Bangladesh,BGD,1811,,,19652108.0
Bangladesh,BGD,1812,,,19695200.0
Bangladesh,BGD,1813,,,19740568.0
Bangladesh,BGD,1814,,,19788216.0
Bangladesh,BGD,1815,,,19838164.0
Bangladesh,BGD,1816,,,19890424.0
Bangladesh,BGD,1817,,,19945010.0
Bangladesh,BGD,1818,,,20001936.0
Bangladesh,BGD,1820,,,20122864.0
Bangladesh,BGD,1821,,,20186896.0
Bangladesh,BGD,1822,,,20253324.0
Bangladesh,BGD,1823,,,20322164.0
Bangladesh,BGD,1824,,,20393428.0
Bangladesh,BGD,1825,,,20467134.0
Bangladesh,BGD,1827,,,20621924.0
Bangladesh,BGD,1828,,,20703036.0
Bangladesh,BGD,1829,,,20786650.0
Bangladesh,BGD,1830,,,20872776.0
Bangladesh,BGD,1832,,,21050464.0
Bangladesh,BGD,1833,,,21139874.0
Bangladesh,BGD,1834,,,21229664.0
Bangladesh,BGD,1835,,,21319836.0
Bangladesh,BGD,1836,,,21410388.0
Bangladesh,BGD,1837,,,21501328.0
Bangladesh,BGD,1838,,,21592652.0
Bangladesh,BGD,1839,,,21684364.0
Bangladesh,BGD,1840,,,21776468.0
Bangladesh,BGD,1841,,,21868960.0
Bangladesh,BGD,1842,,,21961848.0
Bangladesh,BGD,1843,,,22055128.0
Bangladesh,BGD,1844,,,22148806.0
Bangladesh,BGD,1845,,,22242880.0
Bangladesh,BGD,1846,,,22337356.0
Bangladesh,BGD,1847,,,22432232.0
Bangladesh,BGD,1848,,,22527510.0
Bangladesh,BGD,1849,,,22623194.0
Bangladesh,BGD,1850,,,22719284.0
Bangladesh,BGD,1851,,,22812156.0
Bangladesh,BGD,1853,,,22999036.0
Bangladesh,BGD,1854,,,23093048.0
Bangladesh,BGD,1855,,,23187444.0
Bangladesh,BGD,1856,,,23282226.0
Bangladesh,BGD,1857,,,23377394.0
Bangladesh,BGD,1858,,,23472952.0
Bangladesh,BGD,1859,,,23568898.0
Bangladesh,BGD,1861,,,23763868.0
Bangladesh,BGD,1862,,,23864808.0
Bangladesh,BGD,1863,,,23968082.0
Bangladesh,BGD,1864,,,24073708.0
Bangladesh,BGD,1865,,,24181704.0
Bangladesh,BGD,1866,,,24292094.0
Bangladesh,BGD,1867,,,24404896.0
Bangladesh,BGD,1868,,,24520134.0
Bangladesh,BGD,1869,,,24637826.0
Bangladesh,BGD,1870,,,24757994.0
Bangladesh,BGD,1871,,,24880660.0
Bangladesh,BGD,1873,,,25122046.0
Bangladesh,BGD,1874,,,25252924.0
Bangladesh,BGD,1875,,,25386592.0
Bangladesh,BGD,1876,,,25523072.0
Bangladesh,BGD,1877,,,25655880.0
Bangladesh,BGD,1878,,,25799852.0
Bangladesh,BGD,1880,,,26094932.0
Bangladesh,BGD,1881,,,26241342.0
Bangladesh,BGD,1882,,,26390976.0
Bangladesh,BGD,1883,,,26541466.0
Bangladesh,BGD,1884,,,26690684.0
Bangladesh,BGD,1885,,,26842880.0
Bangladesh,BGD,1886,,,26995944.0
Bangladesh,BGD,1887,,,27148024.0
Bangladesh,BGD,1888,,,27302824.0
Bangladesh,BGD,1889,,,27458508.0
Bangladesh,BGD,1890,,,27615080.0
Bangladesh,BGD,1891,,,27772542.0
Bangladesh,BGD,1892,,,27930904.0
Bangladesh,BGD,1893,,,28090164.0
Bangladesh,BGD,1894,,,28250336.0
Bangladesh,BGD,1895,,,28411416.0
Bangladesh,BGD,1896,,,28573416.0
Bangladesh,BGD,1897,,,28736340.0
Bangladesh,BGD,1898,,,28900192.0
Bangladesh,BGD,1900,,,29230700.0
Bangladesh,BGD,1901,,,29397368.0
Bangladesh,BGD,1902,,,29563300.0
Bangladesh,BGD,1903,,,29731864.0
Bangladesh,BGD,1904,,,29901388.0
Bangladesh,BGD,1905,,,30071876.0
Bangladesh,BGD,1906,,,30243336.0
Bangladesh,BGD,1907,,,30413348.0
Bangladesh,BGD,1908,,,30586752.0
Bangladesh,BGD,1909,,,30761146.0
Bangladesh,BGD,1911,,,31112210.0
Bangladesh,BGD,1912,,,31289596.0
Bangladesh,BGD,1914,,,31620188.0
Bangladesh,BGD,1915,,,31773212.0
Bangladesh,BGD,1916,,,31926978.0
Bangladesh,BGD,1917,,,32081488.0
Bangladesh,BGD,1918,,,32243650.0
Bangladesh,BGD,1919,,,32404898.0
Bangladesh,BGD,1920,,,32566952.0
Bangladesh,BGD,1921,,,32729816.0
Bangladesh,BGD,1922,,,32893496.0
Bangladesh,BGD,1923,,,33057992.0
Bangladesh,BGD,1924,,,33223312.0
Bangladesh,BGD,1925,,,33389460.0
Bangladesh,BGD,1926,,,33556440.0
Bangladesh,BGD,1927,,,33724252.0
Bangladesh,BGD,1929,,,34103768.0
Bangladesh,BGD,1930,,,34357412.0
Bangladesh,BGD,1931,,,34654416.0
Bangladesh,BGD,1932,,,34953984.0
Bangladesh,BGD,1933,,,35256144.0
Bangladesh,BGD,1934,,,35560912.0
Bangladesh,BGD,1935,,,35868320.0
Bangladesh,BGD,1936,,,36178380.0
Bangladesh,BGD,1937,,,36491124.0
Bangladesh,BGD,1938,,,36806572.0
Bangladesh,BGD,1939,,,37124744.0
Bangladesh,BGD,1940,,,37445668.0
Bangladesh,BGD,1941,,,37642124.0
Bangladesh,BGD,1942,,,37713220.0
Bangladesh,BGD,1943,,,37658060.0
Bangladesh,BGD,1944,,,37602984.0
Bangladesh,BGD,1945,,,37547984.0
Bangladesh,BGD,1946,,,37511344.0
Bangladesh,BGD,1947,,,37493040.0
Bangladesh,BGD,1948,,,37493040.0
Bangladesh,BGD,1949,,,37493040.0
Bangladesh,BGD,1951,4.357,1115.0,38706000.0
Bangladesh,BGD,1953,4.519,1127.0,40292000.0
Bangladesh,BGD,1954,4.603,1127.0,41150000.0
Bangladesh,BGD,1956,4.774,1136.0,43114000.0
Bangladesh,BGD,1957,4.862,1092.0,44233000.0
Bangladesh,BGD,1958,4.951,1050.0,45435000.0
Bangladesh,BGD,1959,5.042,1084.0,46701000.0
Bangladesh,BGD,1960,5.135,1151.0,48014000.0
Bangladesh,BGD,1961,5.278,1240.0,49363000.0
Bangladesh,BGD,1963,5.727,1312.0,52202000.0
Bangladesh,BGD,1964,5.964,1292.0,53742000.0
Bangladesh,BGD,1965,6.211,1342.0,55385000.0
Bangladesh,BGD,1966,6.467,1316.0,57158000.0
Bangladesh,BGD,1967,6.733,1299.0,59034000.0
Bangladesh,BGD,1968,7.009,1370.0,60918000.0
Bangladesh,BGD,1969,7.296,1368.0,62680000.0
Bangladesh,BGD,1970,7.593,1380.0,64232000.0
Bangladesh,BGD,1971,7.901,1337.0,65532000.0
Bangladesh,BGD,1972,8.221,1273.0,66626000.0
Bangladesh,BGD,1973,8.553,1019.0,67638000.0
Bangladesh,BGD,1974,9.034,1036.0,68742000.0
Bangladesh,BGD,1975,9.836,1004.0,70066000.0
Bangladesh,BGD,1976,10.701,1111.0,71652000.0
Bangladesh,BGD,1977,11.63,1136.0,73464000.0
Bangladesh,BGD,1978,12.629,1131.0,75450000.0
Bangladesh,BGD,1979,13.701,1160.0,77529000.0
Bangladesh,BGD,1980,14.851,1139.0,79639000.0
Bangladesh,BGD,1981,15.801,1128.0,81768000.0
Bangladesh,BGD,1982,16.212,1107.0,83932000.0
Bangladesh,BGD,1983,16.631,1097.0,86142000.0
Bangladesh,BGD,1984,17.06,1173.0,88417000.0
Bangladesh,BGD,1985,17.496,1209.0,90764000.0
Bangladesh,BGD,1986,17.941,1201.0,93188000.0
Bangladesh,BGD,1987,18.395,1185.0,95671000.0
Bangladesh,BGD,1988,18.859,1213.0,98186000.0
Bangladesh,BGD,1989,19.33,1336.0,100695000.0
Bangladesh,BGD,1990,19.811,1382.0,103172000.0
Bangladesh,BGD,1991,20.257,1401.0,105599000.0
Bangladesh,BGD,1993,20.966,1396.0,110351000.0
Bangladesh,BGD,1994,21.328,1439.0,112738000.0
Bangladesh,BGD,1995,21.693,1477.0,115170000.0
Bangladesh,BGD,1996,22.064,1496.0,117650000.0
Bangladesh,BGD,1997,22.438,1459.0,120161000.0
Bangladesh,BGD,1998,22.818,1413.0,122683000.0
Bangladesh,BGD,1999,23.202,1352.0,125190000.0
Bangladesh,BGD,2000,23.59,1369.0,127658000.0
Bangladesh,BGD,2001,24.096,1384.0,130089000.0
Bangladesh,BGD,2002,24.756,1443.0,132478000.0
Bangladesh,BGD,2003,25.429,1468.0,134792000.0
Bangladesh,BGD,2004,26.114,1479.0,136986000.0
Bangladesh,BGD,2005,26.809,1539.0,139036000.0
Bangladesh,BGD,2007,28.237,1813.0,142660000.0
Bangladesh,BGD,2008,28.968,1997.0,144304000.0
Bangladesh,BGD,2009,29.709,2144.0,145924992.0
Bangladesh,BGD,2010,30.462,2421.0,147575008.0
Bangladesh,BGD,2011,31.225,2772.0,149272992.0
Bangladesh,BGD,2012,31.993,2697.0,151006000.0
Barbados,BRB,1800,,,81729.0
Barbados,BRB,1801,,,81729.0
Barbados,BRB,1802,,,81729.0
Barbados,BRB,1804,,,81729.0
Barbados,BRB,1806,,,81729.0
Barbados,BRB,1807,,,81729.0
Barbados,BRB,1808,,,81729.0
Barbados,BRB,1809,,,81729.0
Barbados,BRB,1810,,,81729.0
Barbados,BRB,1811,,,81793.0
Barbados,BRB,1812,,,81923.0
Barbados,BRB,1813,,,82120.0
Barbados,BRB,1815,,,82718.0
Barbados,BRB,1816,,,83121.0
Barbados,BRB,1818,,,84142.0
Barbados,BRB,1819,,,84762.0
Barbados,BRB,1820,,,85456.0
Barbados,BRB,1821,,,86227.0
Barbados,BRB,1822,,,87075.0
Barbados,BRB,1823,,,88002.0
Barbados,BRB,1825,,,90096.0
Barbados,BRB,1826,,,91266.0
Barbados,BRB,1827,,,92519.0
Barbados,BRB,1828,,,93858.0
Barbados,BRB,1829,,,95284.0
Barbados,BRB,1830,,,96798.0
Barbados,BRB,1831,,,98401.0
Barbados,BRB,1832,,,100031.0
Barbados,BRB,1833,,,101688.0
Barbados,BRB,1834,,,103372.0
Barbados,BRB,1835,,,105084.0
Barbados,BRB,1836,,,106825.0
Barbados,BRB,1837,,,108594.0
Barbados,BRB,1838,,,110393.0
Barbados,BRB,1839,,,112221.0
Barbados,BRB,1840,,,114080.0
Barbados,BRB,1841,,,115969.0
Barbados,BRB,1842,,,117859.0
Barbados,BRB,1843,,,119750.0
Barbados,BRB,1844,,,121641.0
Barbados,BRB,1846,,,125421.0
Barbados,BRB,1847,,,127310.0
Barbados,BRB,1848,,,129197.0
Barbados,BRB,1849,,,131082.0
Barbados,BRB,1850,,,132965.0
Barbados,BRB,1851,,,134844.0
Barbados,BRB,1852,,,136675.0
Barbados,BRB,1853,,,138458.0
Barbados,BRB,1855,,,141870.0
Barbados,BRB,1856,,,143498.0
Barbados,BRB,1858,,,146589.0
Barbados,BRB,1859,,,148049.0
Barbados,BRB,1860,,,149452.0
Barbados,BRB,1862,,,152077.0
Barbados,BRB,1863,,,153330.0
Barbados,BRB,1864,,,154553.0
Barbados,BRB,1865,,,155744.0
Barbados,BRB,1866,,,156903.0
Barbados,BRB,1867,,,158029.0
Barbados,BRB,1868,,,159122.0
Barbados,BRB,1869,,,160181.0
Barbados,BRB,1870,,,161205.0
Barbados,BRB,1871,,,162194.0
Barbados,BRB,1872,,,163148.0
Barbados,BRB,1873,,,164079.0
Barbados,BRB,1874,,,165051.0
Barbados,BRB,1875,,,166034.0
Barbados,BRB,1876,,,167026.0
Barbados,BRB,1877,,,167997.0
Barbados,BRB,1879,,,170035.0
Barbados,BRB,1881,,,172089.0
Barbados,BRB,1884,,,175249.0
Barbados,BRB,1885,,,176330.0
Barbados,BRB,1886,,,177429.0
Barbados,BRB,1887,,,178516.0
Barbados,BRB,1888,,,179647.0
Barbados,BRB,1889,,,180796.0
Barbados,BRB,1891,,,183151.0
Barbados,BRB,1892,,,184356.0
Barbados,BRB,1893,,,185581.0
Barbados,BRB,1894,,,186824.0
Barbados,BRB,1895,,,188088.0
Barbados,BRB,1897,,,190319.0
Barbados,BRB,1898,,,190926.0
Barbados,BRB,1899,,,191191.0
Barbados,BRB,1900,,,191119.0
Barbados,BRB,1901,,,190710.0
Barbados,BRB,1902,,,190872.0
Barbados,BRB,1903,,,189674.0
Barbados,BRB,1905,,,186055.0
Barbados,BRB,1906,,,183639.0
Barbados,BRB,1907,,,181182.0
Barbados,BRB,1908,,,178830.0
Barbados,BRB,1909,,,176508.0
Barbados,BRB,1910,,,174350.0
Barbados,BRB,1911,,,172157.0
Barbados,BRB,1912,,,170366.0
Barbados,BRB,1913,,,168818.0
Barbados,BRB,1914,,,167283.0
Barbados,BRB,1916,,,164256.0
Barbados,BRB,1917,,,162762.0
Barbados,BRB,1918,,,161284.0
Barbados,BRB,1919,,,159819.0
Barbados,BRB,1920,,,158368.0
Barbados,BRB,1921,,,157849.0
Barbados,BRB,1922,,,158262.0
Barbados,BRB,1923,,,159608.0
Barbados,BRB,1924,,,160964.0
Barbados,BRB,1925,,,162333.0
Barbados,BRB,1926,,,163713.0
Barbados,BRB,1927,,,165104.0
Barbados,BRB,1928,,,166508.0
Barbados,BRB,1929,,,167923.0
Barbados,BRB,1930,,,169351.0
Barbados,BRB,1931,,,170790.0
Barbados,BRB,1932,,,172242.0
Barbados,BRB,1933,,,173706.0
Barbados,BRB,1934,,,175183.0
Barbados,BRB,1935,,,176672.0
Barbados,BRB,1937,,,179688.0
Barbados,BRB,1939,,,182756.0
Barbados,BRB,1940,,,184309.0
Barbados,BRB,1941,,,185876.0
Barbados,BRB,1942,,,187456.0
Barbados,BRB,1943,,,189050.0
Barbados,BRB,1944,,,190657.0
Barbados,BRB,1945,,,192277.0
Barbados,BRB,1946,,,194734.0
Barbados,BRB,1947,,,198050.0
Barbados,BRB,1948,,,202252.0
Barbados,BRB,1949,,,206543.0
Barbados,BRB,1950,36.053,4575.0,211000.0
Barbados,BRB,1951,36.125,4741.0,216000.0
Barbados,BRB,1952,36.197,4934.0,220000.0
Barbados,BRB,1955,36.414,5578.0,227000.0
Barbados,BRB,1956,36.487,5926.0,228000.0
Barbados,BRB,1957,36.559,6270.0,229000.0
Barbados,BRB,1959,36.704,6820.0,230000.0
Barbados,BRB,1960,36.777,7175.0,231000.0
Barbados,BRB,1961,36.849,7489.0,232000.0
Barbados,BRB,1962,36.922,7919.0,233000.0
Barbados,BRB,1963,36.995,8359.0,234000.0
Barbados,BRB,1964,37.068,8468.0,235000.0
Barbados,BRB,1965,37.141,8219.0,235000.0
Barbados,BRB,1966,37.214,9063.0,236000.0
Barbados,BRB,1967,37.287,9664.0,237000.0
Barbados,BRB,1968,37.36,10520.0,237000.0
Barbados,BRB,1969,37.433,12147.0,238000.0
Barbados,BRB,1970,37.55,13394.0,239000.0
Barbados,BRB,1971,37.809,13765.0,240000.0
Barbados,BRB,1972,38.07,13930.0,242000.0
Barbados,BRB,1973,38.331,13189.0,243000.0
Barbados,BRB,1975,38.855,12798.0,246000.0
Barbados,BRB,1976,39.118,10192.0,248000.0
Barbados,BRB,1977,39.381,10346.0,249000.0
Barbados,BRB,1978,39.646,9820.0,250000.0
Barbados,BRB,1979,39.91,10217.0,251000.0
Barbados,BRB,1980,40.102,9801.0,252000.0
Barbados,BRB,1981,39.828,9629.0,253000.0
Barbados,BRB,1982,39.554,9744.0,254000.0
Barbados,BRB,1983,39.28,10126.0,255000.0
Barbados,BRB,1985,38.736,9299.0,256000.0
Barbados,BRB,1986,38.464,11427.0,257000.0
Barbados,BRB,1987,38.194,13454.0,258000.0
Barbados,BRB,1988,37.923,14083.0,259000.0
Barbados,BRB,1989,37.654,15731.0,260000.0
Barbados,BRB,1990,37.37,15930.0,261000.0
Barbados,BRB,1991,37.006,16443.0,262000.0
Barbados,BRB,1992,36.643,16202.0,263000.0
Barbados,BRB,1994,35.924,17640.0,265000.0
Barbados,BRB,1995,35.566,18534.0,266000.0
Barbados,BRB,1996,35.21,21232.0,267000.0
Barbados,BRB,1997,34.856,21970.0,268000.0
Barbados,BRB,1998,34.503,20245.0,269000.0
Barbados,BRB,1999,34.152,20598.0,270000.0
Barbados,BRB,2000,33.827,20603.0,272000.0
Barbados,BRB,2001,33.629,18506.0,272000.0
Barbados,BRB,2002,33.431,17306.0,273000.0
Barbados,BRB,2003,33.234,17083.0,274000.0
Barbados,BRB,2005,32.841,17066.0,276000.0
Barbados,BRB,2006,32.646,16521.0,277000.0
Barbados,BRB,2007,32.451,18170.0,279000.0
Barbados,BRB,2008,32.256,16860.0,280000.0
Barbados,BRB,2009,32.063,15765.0,281000.0
Barbados,BRB,2010,31.87,14452.0,282000.0
Barbados,BRB,2011,31.7,11870.0,283000.0
Barbados,BRB,2012,31.553,10475.0,284000.0
Belarus,BLR,1800,,,2355081.0
Belarus,BLR,1802,,,2355081.0
Belarus,BLR,1803,,,2355081.0
Belarus,BLR,1804,,,2355081.0
Belarus,BLR,1805,,,2355081.0
Belarus,BLR,1806,,,2355081.0
Belarus,BLR,1807,,,2355081.0
Belarus,BLR,1808,,,2355081.0
Belarus,BLR,1809,,,2355081.0
Belarus,BLR,1810,,,2355081.0
Belarus,BLR,1811,,,2356113.0
Belarus,BLR,1812,,,2358186.0
Belarus,BLR,1813,,,2361309.0
Belarus,BLR,1814,,,2365493.0
Belarus,BLR,1815,,,2370748.0
Belarus,BLR,1816,,,2377082.0
Belarus,BLR,1817,,,2384506.0
Belarus,BLR,1818,,,2393030.0
Belarus,BLR,1819,,,2402665.0
Belarus,BLR,1821,,,2425305.0
Belarus,BLR,1822,,,2438331.0
Belarus,BLR,1823,,,2452509.0
Belarus,BLR,1824,,,2467849.0
Belarus,BLR,1825,,,2484362.0
Belarus,BLR,1827,,,2520950.0
Belarus,BLR,1828,,,2541046.0
Belarus,BLR,1830,,,2584900.0
Belarus,BLR,1831,,,2608680.0
Belarus,BLR,1832,,,2632679.0
Belarus,BLR,1833,,,2656898.0
Belarus,BLR,1834,,,2681340.0
Belarus,BLR,1835,,,2706008.0
Belarus,BLR,1836,,,2730902.0
Belarus,BLR,1837,,,2756025.0
Belarus,BLR,1838,,,2781379.0
Belarus,BLR,1839,,,2806966.0
Belarus,BLR,1840,,,2832789.0
Belarus,BLR,1842,,,2885149.0
Belarus,BLR,1843,,,2911691.0
Belarus,BLR,1844,,,2938478.0
Belarus,BLR,1845,,,2965510.0
Belarus,BLR,1846,,,2992792.0
Belarus,BLR,1847,,,3020324.0
Belarus,BLR,1848,,,3048110.0
Belarus,BLR,1850,,,3104450.0
Belarus,BLR,1851,,,3133208.0
Belarus,BLR,1852,,,3162233.0
Belarus,BLR,1853,,,3191527.0
Belarus,BLR,1854,,,3221092.0
